DATE,SITE,TREATMENT,SIZE,SCIENTIFIC_NAME,COMMON_NAME
9/4/2009,CARP,CONTROL,10,Mesocentrotus franciscanus,Red Urchin
9/4/2009,CARP,CONTROL,10,Mesocentrotus franciscanus,Red Urchin
9/4/2009,CARP,CONTROL,10.5,Mesocentrotus franciscanus,Red Urchin
9/4/2009,CARP,CONTROL,11,Mesocentrotus franciscanus,Red Urchin
9/4/2009,CARP,CONTROL,11,Mesocentrotus franciscanus,Red Urchin
9/4/2009,CARP,CONTROL,11,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,CONTROL,2.5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,3,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,3,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,3,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,3,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,3,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,3,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,4,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,5.5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,5.5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,5.5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,5.5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,5.5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,5.5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,6,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,6.5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,6.5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,6.5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,6.5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,7,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,7,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,7,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,7,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,7,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,7,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,7,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,7.5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,7.5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,7.5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,7.5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,7.5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,4.5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,4.5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,4.5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,4.5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,4.5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,4.5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,4.5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,5.5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,5.5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,5.5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,5.5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,6.5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,ANNUAL,6.5,Strongylocentrotus purpuratus,Purple Urchin
10/9/2009,MOHK,CONTROL,4,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,CONTROL,6,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,CONTROL,7.5,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,CONTROL,8,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,CONTROL,8,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,CONTROL,8,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,CONTROL,8,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,CONTROL,8,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,CONTROL,9,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,CONTROL,9,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,CONTROL,9,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,CONTROL,9,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,CONTROL,9.5,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,CONTROL,10,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,CONTROL,10,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,CONTROL,10,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,CONTROL,10,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,CONTROL,11,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,CONTROL,11,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,CONTROL,11.5,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,CONTROL,12,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,CONTROL,12,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,ANNUAL,4.5,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,ANNUAL,5,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,ANNUAL,6,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,ANNUAL,6,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,ANNUAL,6.5,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,ANNUAL,6.5,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,ANNUAL,6.5,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,ANNUAL,7,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,ANNUAL,7.5,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,ANNUAL,8,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,ANNUAL,8.5,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,ANNUAL,8.5,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,ANNUAL,9,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,ANNUAL,9.5,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,ANNUAL,9.5,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,ANNUAL,9.5,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,ANNUAL,9.5,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,ANNUAL,10,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,ANNUAL,10,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,ANNUAL,10,Mesocentrotus franciscanus,Red Urchin
10/9/2009,MOHK,ANNUAL,10.5,Mesocentrotus franciscanus,Red Urchin
10/12/2009,CARP,ANNUAL,2.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,2.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,2.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,2.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,2.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,2.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,2.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,3,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,4.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,ANNUAL,6,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,CONTROL,2.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,CONTROL,2.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,CONTROL,3,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,CONTROL,3,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,CONTROL,3,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,CONTROL,3.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
10/12/2009,CARP,CONTROL,4.5,Strongylocentrotus purpuratus,Purple Urchin
